-0.933442,0.1
0.236402,0.2
-0.0960699,0.3
0.0436603,0.4
-0.0207353,0.5
0.0100319,0.6
-0.00490069,0.7
0.00240278,0.8
-0.00118124,0.9
0.000581026,1
-0.000286102,1.1
0.000140905,1.2
-6.93798e-05,1.3
3.40939e-05,1.4
-1.66893e-05,1.5
8.10623e-06,1.6
-4.05312e-06,1.7
1.90735e-06,1.8
-9.53674e-07,1.9
4.76837e-07,2
-2.38419e-07,2.1
2.38419e-07,2.2
-2.38419e-07,2.3
2.38419e-07,2.4
-2.38419e-07,2.5
2.38419e-07,2.6
-2.38419e-07,2.7
2.38419e-07,2.8
-2.38419e-07,2.9
2.38419e-07,3
-2.38419e-07,3.1
2.38419e-07,3.2
-2.38419e-07,3.3
2.38419e-07,3.4
-2.38419e-07,3.5
2.38419e-07,3.6
-2.38419e-07,3.7
2.38419e-07,3.8
-2.38419e-07,3.9
2.38419e-07,4
-2.38419e-07,4.1
2.38419e-07,4.2
-2.38419e-07,4.3
2.38419e-07,4.4
-2.38419e-07,4.5
2.38419e-07,4.6
-2.38419e-07,4.7
2.38419e-07,4.8
-2.38419e-07,4.9
2.38419e-07,5
-2.38419e-07,5.1
2.38419e-07,5.2
-2.38419e-07,5.3
2.38419e-07,5.4
-2.38419e-07,5.5
2.38419e-07,5.6
-2.38419e-07,5.7
